genre,movie_name,cast,director,TMDB_Genre,Vote_Average,Vote_Count
"Adventure, Drama, Fantasy",Valley of Flowers,"Milind Soman, Mylène Jampanoï, Naseeruddin Shah, Jampa Kalsang Tamang",Pan Nalin,"Adventure, Drama, Romance",6.5,24.0
"Action, Adventure, Thriller",Zameen,"Ajay Devgn, Abhishek Bachchan, Bipasha Basu, Mukesh Tiwari",Rohit Shetty,"Action, Thriller",6.2,11.0
Drama,Odd Couple,"Pradeep Singh Adhikari, Sumit Gulati, Suchitra Krishnamoorthi, Manoj Pahwa",Prashant Johari,"Action, Comedy",6.75,22.0
Romance,Ayee Milan Ki Raat,"Avinash Wadhawan, Shaheen, Anupam Kher, Kulbhushan Kharbanda",K. Pappu,,,
"Action, Drama, Thriller",Fakira,"Shashi Kapoor, Shabana Azmi, Govardhan Asrani, Aruna Irani",C.P. Dixit,Drama,6.0,1.0
Drama,SOS: Secrets of Sex,"Kumaar Aadarsh, Gagan Guru, Harman Preet Kaur, Ritesh Raghuvanshi",Kumaar Aadarsh,Drama,0.0,0.0
Sci-Fi,Leera the Soulmate,"Rishabh Arora, Dank Rishu, Mehul Adwani, Emiway Bantai",Sumnash Sri Kaljai,"Action, Comedy, Romance, Science Fiction",10.0,1.0
"Crime, Horror, Mystery",Red Rose,"Rajesh Khanna, Poonam Dhillon, Aruna Irani, Om Shivpuri",Bharathiraja,"Drama, Romance",5.0,8.0
Drama,Ghar Ho To Aisa,"Anil Kapoor, Meenakshi Sheshadri, Raj Kiran, Deepti Naval",Kalpataru,Drama,6.0,4.0
Horror,Khooni Mahal,"Raj Kiran, Shoma Anand, Javed Khan, Neelam Mehra",Mohan Bhakri,Horror,0.0,0.0
"Action, Crime, Drama",Crook: It's Good to Be Bad,"Emraan Hashmi, Neha Sharma, Arjan Bajwa, Mashhoor Amrohi",Mohit Suri,,,
Comedy,Pareshan,"Bunny Abiran, Raju Bedigela, Muralidhar Goud, Pavani Karanam",Rupak Ronaldson,Comedy,7.0,1.0
"Action, Crime, Drama",Apaharan,"Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan",Prakash Jha,"Action, Crime, Drama",6.148,27.0
"Drama, Thriller",InCar,"Sandeep Goyat, Manish Jhanjholia, Gyan Prakash, Samsher Singh Sam",Harsh Warrdhan,"Horror, Thriller",5.416,539.0
"Comedy, Drama, Music",Bhangra Paa Le,"Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi",Sneha Taurani,Music,5.3,7.0
"Action, Drama, Romance",Krishna,"Suniel Shetty, Karisma Kapoor, Shakti Kapoor, Tinnu Anand","S. Deepak, Deepak S. Shivdasani","Action, Drama, Romance",3.0,5.0
"Action, Comedy",Mumbai Express,"Kamal Haasan, Manisha Koirala, Pasupathy, Nassar","Singeetam Srinivasa Rao, Dinesh Shailendra",,,
"Action, Adventure, Crime",Shalimar,"Dharmendra, Zeenat Aman, Rex Harrison, Sylvia Miles",Krishna Shah,"Romance, Drama",0.0,0.0
"Action, Crime, Thriller",Aadhi Bhagavan,"Jayam Ravi, Nitu Chandra, Sudha Chandran, Saiju Kurup",Ameer Sultan,Action,6.1,8.0
"Drama, Romance",Kya Yehi Pyaar Hai,"Jackie Shroff, Aftab Shivdasani, Ameesha Patel, Anupama Verma",K. Muralimohana Rao,"Romance, Comedy, Music",5.583,6.0
"Action, Crime, Drama",Friendship,"Harbhajan Singh, Arjun Sarja, Losliya Mariyanesan, Sathish","ShamSurya JohnPaulRaj, Jpr, John Paul Raj, Sham Surya","Comedy, Drama",6.3,123.0
"Drama, Romance",Dunno Y Na Jaane Kyun...,"Zeenat Aman, Kabir Bedi, Hazel Croney, Helen",Sanjay Sharma,"Drama, Romance",4.3,7.0
"Musical, Romance",Teen Devian,"Dev Anand, Nanda Karnataki, Simi Garewal, I.S. Johar",Amarjeet,"Romance, Music",6.0,1.0
Drama,Noblemen,"Kunal Kapoor, Ali Haji, Mohammed Ali Mir, Ivan Rodrigues",Vandana Kataria,Drama,6.0,5.0
"Action, Crime, Drama",Angaar,"Jackie Shroff, Dimple Kapadia, Nana Patekar, Om Puri",Shashilal K. Nair,"Drama, Action",7.5,3.0
"Horror, Mystery, Sci-Fi",3G: A Killer Connection,"Neil Nitin Mukesh, Sonal Chauhan, Mrinalini Sharma, Asheesh Kapur","Shiirshak S. Anand, Shantanu Ray Chhibber","Horror, Science Fiction, Thriller",3.5,11.0
"Crime, Drama, Mystery",Jurm,"Kamal Adib, Bobby Deol, Lara Dutta, Milind Gunaji",Vikram Bhatt,"Crime, Drama, Mystery, Thriller",5.1,8.0
"Drama, Romance",Milenge Milenge,"Kareena Kapoor, Shahid Kapoor, Aarti Chhabria, Delnaaz Irani",Satish Kaushik,"Drama, Romance",4.3,13.0
"Biography, Drama",Sri,"Alaya F, Jyotika, Sharad Kelkar, Deepak Mahato",Tushar Hiranandani,Drama,0.0,0.0
"Comedy, Drama, Musical",English Babu Desi Mem,"Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey",Praveen Nischol,Romance,5.6,16.0
"Comedy, Drama, Family",Kahani Rubberband Ki,"Manish Raisinghan, Avika Gor, Pratik Gandhi, Gaurav Gera",Sarika Sanjot,"Comedy, Drama, Family",7.0,2.0
"Drama, Family, Romance",Doosara Aadmi,"Shashi Kapoor, Rishi Kapoor, Neetu Singh, Rakhee Gulzar",Ramesh Talwar,"Drama, Romance",10.0,2.0
"Comedy, Crime, Thriller",Mithya,"Ranvir Shorey, Neha Dhupia, Naseeruddin Shah, Saurabh Shukla",Rajat Kapoor,Drama,0.0,0.0
"Action, Crime, Drama",Wajood,"Nana Patekar, Madhuri Dixit, Mukul Dev, Ramya Krishnan",N. Chandra,Drama,5.0,1.0
"Drama, Musical, Romance",Arzoo,"Rajendra Kumar Tuli, Sadhana Shivdasani, Feroz Khan, Nazima",Ramanand Sagar,"Romance, Drama",6.0,1.0
"Comedy, Drama, Family",Aamdani Atthanni Kharcha Rupaiya,"Govinda, Juhi Chawla, Tabu, Chandrachur Singh","K. Raghavendra Rao, A.S. Ravindra Babu",Comedy,4.925,20.0
Drama,Ghar Parivaar,"Rajesh Khanna, Rishi Kapoor, Raj Kiran, Moushumi Chatterjee",Mohanji Prasad,Drama,0.0,0.0
Drama,Dev,"Amitabh Bachchan, Om Puri, Fardeen Khan, Kareena Kapoor",Govind Nihalani,Drama,6.833,12.0
"Mystery, Thriller",Khamosh,"Shabana Azmi, Amol Palekar, Naseeruddin Shah, Soni Razdan",Vidhu Vinod Chopra,"Horror, Mystery, Thriller",7.1,4.0
Drama,Corporate,"Bipasha Basu, Kay Kay Menon, Raj Babbar, Rajat Kapoor",Madhur Bhandarkar,Comedy,0.0,0.0
Drama,Avtaar,"Rajesh Khanna, Shabana Azmi, Sujit Kumar, A.K. Hangal",Mohan Kumar,Drama,7.071,7.0
Thriller,Juliet's X-Tape,"Aparna Bajpai, Aditya Rajput",Pravein Birje,,,
Action,Munna,"Prabhas, Ileana D'Cruz, Prakash Raj, Kota Srinivasa Rao",Vamshi Paidipally,"Comedy, Drama, Romance",7.241,195.0
"Drama, Romance",Loev,"Dhruv Ganesh, Siddharth Menon, Shiv Panditt, Dixit",Sudhanshu Saria,"Drama, Romance",5.3,98.0
Drama,Dushman Duniya Ka,"Laila, Mehmood, Manzoor Ali, Chetana Das","Mehmood, Tabrez Hashmi",Drama,8.7,3.0
Drama,Girlfriend,"Isha Koppikar, Aashish Chaudhary, Amrita Arora, Sumit Nijhawan",Karan Razdan,"Romance, Drama",3.0,10.0
Comedy,Humse Na Jeeta Koi,"Amjad Khan, Randhir Kapoor, Raj Kiran, Asha Sachdev",Shibu Mitra,Comedy,0.0,0.0
"Action, Crime, Drama",Sapoot,"Akshay Kumar, Suniel Shetty, Karisma Kapoor, Sonali Bendre",Jagdish A. Sharma,"Action, Crime",5.2,10.0
Drama,Aashik Aawara,"Saif Ali Khan, Mamta Kulkarni, Mohnish Behl, Rakesh Bedi",Umesh Mehra,"Romance, Comedy",5.111,9.0
"Drama, Romance",Andaz,"Shammi Kapoor, Rajesh Khanna, Hema Malini, Simi Garewal",Ramesh Sippy,"Action, Comedy, Music, Romance",4.833,6.0
"Comedy, Drama, Romance",Masterji,"Rajesh Khanna, Sridevi, Anita Raj, Kader Khan",K. Raghavendra Rao,"Romance, Music",6.5,2.0
"Action, Crime, Drama",Mr. X,"Emraan Hashmi, Amyra Dastur, Tanmay Bhat, Sushil Pandey",Vikram Bhatt,"Action, Science Fiction, Thriller",5.2,19.0
"Action, Adventure, Comedy",Shaan,"Sunil Dutt, Shashi Kapoor, Amitabh Bachchan, Shatrughan Sinha",Ramesh Sippy,"Comedy, Romance",4.4,57.0
"Comedy, Drama, Romance",Biwi No. 1,"Karisma Kapoor, Salman Khan, Anil Kapoor, Sushmita Sen",David Dhawan,"Comedy, Drama, Romance",5.933,67.0
Drama,Angry Young Men,"Karisma Kapoor, Salman Khan, Anil Kapoor, Sushmita Sen",David Dhawan,Drama,6.0,1.0
"Drama, Sci-Fi",Love Nation,"Dharmendra, Adeeb, Maviya, Govind Namdeo",Basith Ahmed Khan,"Romance, TV Movie",6.2,4.0
"Drama, Family",Get Educated: Paathshaala,"Nana Patekar, Shahid Kapoor, Ayesha Takia, Sushant Singh",Milind Ukey,"Drama, Family",4.9,16.0
"Action, Drama, Fantasy",Doodh Ka Karz,"Jackie Shroff, Neelam Kothari, Prem Chopra, Aruna Irani",Ashok Gaekwad,"Action, Drama, Fantasy",5.5,6.0
"Action, Crime, Drama",Shortcut Romeo,"Neil Nitin Mukesh, Ameesha Patel, Puja Gupta, Jatin Garewal",Susi Ganesan,"Action, Crime, Drama",4.2,3.0
"Action, Comedy, Drama",Bhaiaji Superhit,"Sunny Deol, Preity G Zinta, Arshad Warsi, Ameesha Patel",Neeraj Pathak,"Action, Thriller, Comedy",4.0,4.0
"Action, Comedy, Drama",Himmat,"Naseeruddin Shah, Sunny Deol, Tabu, Shilpa Shetty Kundra","Sunil Sharma, Anand",Action,1.0,1.0
Drama,Siddharth,"Rajesh Tailang, Tannishtha Chatterjee, Anurag Arora, Shobha Sharma Jassi",Richie Mehta,Drama,7.1,10.0
"Comedy, Drama, Thriller",C Kkompany,"Tusshar Kapoor, Anupam Kher, Rajpal Naurang Yadav, Raima Sen",Sachin Yardi,Comedy,5.5,11.0
"Action, Crime, Drama",Aan: Men at Work,"Akshay Kumar, Shatrughan Sinha, Suniel Shetty, Paresh Rawal",Madhur Bhandarkar,"Action, Crime, Thriller",5.194,18.0
"Drama, Family, Music",Time Out,"Chirag Malhotra, Pranay Pachauri, Kaamya Sharma, Aditya Jain",Rikhil Bahadur,"Drama, Action, Thriller, Crime",7.309,141.0
Romance,Monalisa,"Ankit Dubey, Sharanya Jit Kaur, Vishal Raj Sharma",Rehan Khan,Fantasy,0.0,0.0
"Action, Drama",Phool Aur Angaar,"Govardhan Asrani, Bajrangi, Arun Bali, Nimai Bali",Ashok Gaekwad,,5.667,3.0
"Crime, Drama",Jai Gangaajal,"Priyanka Chopra Jonas, Prakash Jha, Manav Kaul, Ninad Kamat",Prakash Jha,"Drama, Action",5.308,13.0
"Action, Crime, Drama",Yudh,"Jackie Shroff, Anil Kapoor, Tina Ambani, Nutan",Rajiv Rai,,5.9,4.0
"Action, Crime, Drama",Knock Out,"Sanjay Dutt, Irrfan Khan, Kangana Ranaut, Gulshan Grover",Mani Shankar,"Action, Comedy, Crime, Drama",6.454,163.0
Romance,London Paris New York,"Ali Zafar, Aditi Rao Hydari, Candice Pereira, Scherrikar Bell",Anu Menon,Romance,5.2,6.0
"Comedy, Horror, Thriller",Vampires of Vijay Nagar,"Samantha Ruth Prabhu, Ayushmann Khurrana, Aparshakti Khurana, Sapthami Gowda",Amar Kaushik,"Comedy, Horror",0.0,0.0
Drama,Khudgarz,"Jeetendra, Shatrughan Sinha, Bhanupriya, Amrita Singh",Rakesh Roshan,"Drama, Family",4.625,4.0
"Action, Comedy, Crime",Bol Radha Bol,"Rishi Kapoor, Juhi Chawla, Kader Khan, Shakti Kapoor",David Dhawan,"Comedy, Thriller, Romance",5.4,10.0
"Action, Adventure, Thriller",Junglee,"Vidyut Jammwal, Lars Kjeldsen, Asha Bhat, Vishwanath Chatterjee",Chuck Russell,Drama,0.0,0.0
"Action, Adventure, Drama",Thangalaan,"Vikram, Parvathy Thiruvothu, Malavika Mohanan, Pasupathy",Pa. Ranjith,"Adventure, Drama, Action",0.0,0.0
"Action, Drama, Sport",Irudhi Suttru,"Madhavan, Nassar, Radha Ravi, Kaali Venkat",Sudha Kongara,"Action, Drama",7.4,51.0
"Comedy, Drama, Romance",World Famous Lover,"Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa",Kranthi Madhav,"Romance, Drama",5.618,17.0
"Comedy, Drama, Romance",Chupke Chupke,"Dharmendra, Sharmila Tagore, Amitabh Bachchan, Jaya Bachchan",Hrishikesh Mukherjee,"Drama, Romance",6.209,67.0
"Comedy, Drama",Jahaan Chaar Yaar,"Swara Bhasker, Meher Vij, Shikha Talsania, Pooja Chopra",Kamal Pandey,"Comedy, Drama",0.0,0.0
"Comedy, Crime, Drama",Dil Dosti Etc,"Imaaduddin Shah, Shreyas Talpade, Smriti Mishra, Nikita Anand",Manish Tiwary,Drama,6.2,6.0
"Comedy, Crime, Drama",Krazzy 4,"Juhi Chawla, Irrfan Khan, Arshad Warsi, Rajpal Naurang Yadav",Jaideep Sen,"Comedy, Crime",4.817,30.0
"Drama, Romance",Anupama,"Dharmendra, Sharmila Tagore, Shashikala Jawalkar, Deven Verma",Hrishikesh Mukherjee,"Family, Drama",6.5,6.0
"Action, Comedy, Drama",Chacha Bhatija,"Dharmendra, Hema Malini, Randhir Kapoor, Yogeeta Bali",Manmohan Desai,,5.5,2.0
"Crime, Mystery, Thriller",Ittefaq,"Rajesh Khanna, Nanda Karnataki, Sujit Kumar, Bindu Desai",Yash Chopra,"Crime, Mystery, Thriller",5.556,9.0
"Action, Drama, Romance",Patthar Ke Phool,"Salman Khan, Raveena Tandon, Kiran Kumar, Manohar Singh",Anant Balani,"Romance, Action",5.286,7.0
"Action, Drama",The Death Sentence: Mrityu Dand,"Shabana Azmi, Madhuri Dixit, Ayub Khan, Shilpa Shirodkar",Prakash Jha,,,
"Action, Drama",The Fighter Suman,"Rajani Bharadwaj, Zayleen Ganapathy, Dharma Keerthiraj, Nimika Ratnakar",Ravi Sagar M,,,
Drama,Shor,"Manoj Kumar, Jaya Bachchan, Premnath Malhotra, Kamini Kaushal",Manoj Kumar,"Horror, Adventure, Fantasy",5.436,110.0
"Action, Drama",Batwara,"Dharmendra, Vinod Khanna, Dimple Kapadia, Poonam Dhillon",J.P. Dutta,"Action, Drama",8.8,3.0
"Action, Crime, Drama",Bullett Raja,"Saif Ali Khan, Sonakshi Sinha, Vidyut Jammwal, Jimmy Shergill","Tigmanshu Dhulia, Ajit Sable, Sanjiv Trigunayat","Action, Crime, Drama",5.7,29.0
"Crime, Drama, Romance",Unfreedom,"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta",Raj Amit Kumar,"Romance, Crime, Drama",5.2,17.0
"Drama, Family, Music",Aaja Nachle,"Madhuri Dixit, Darshan Jariwala, Raghubir Yadav, Divya Dutta",Anil Mehta,"Romance, Drama",6.4,35.0
"Comedy, Drama, Romance",Albert Pinto Ko Gussa Kyon Ata Hai,"Naseeruddin Shah, Shabana Azmi, Smita Patil, Dilip Dhawan",Saeed Akhtar Mirza,,,
"Action, Crime, Drama",Angaaray,"Akshay Kumar, Nagarjuna Akkineni, Pooja Bhatt, Sonali Bendre",Mahesh Bhatt,"Drama, Action, Crime",3.5,4.0
Action,Jeene Nahi Doonga,"Dharmendra, Shatrughan Sinha, Raj Babbar, Anita Raj",Rajkumar Kohli,"Action, Drama",5.0,1.0
Drama,Woh 3 Din,"Parnika Chandak, Shobha Gavane, Thulla Khan, Ayush Kumar",Raaj Aashoo,Drama,0.0,0.0
"Animation, Adventure, Family",Testing Movie1,"Dom Fantana, Marty Bower, Paul Ohlhaut, Justin Campbell","Dom Fantana, James Hannay, James P Savage, Ruarc Sorensen, Timothy Fantastic, Elise Huard",,,
"Comedy, Drama, Romance",Mujhse Fraaandship Karoge,"Saqib Saleem, Saba Azad, Nishant Dahiya, Tara D'Souza",Nupur Asthana,"Drama, Comedy, Romance",6.8,19.0
"Crime, Thriller",Quotation Gang,"Priyamani, Sunny Leone, Jackie Shroff, V. Jayaprakash",Vivek,"Action, Thriller",0.0,0.0
Drama,Mere Apne,"Meena Kumari, Vinod Khanna, Shatrughan Sinha, Sumita Sanyal",Gulzar,"Music, Drama, Family",5.6,5.0
Drama,Teri Khata,"Abhik Benazir, Ram Kumar Singh Bhadouria, Ravi Bhatia, Manish Chawla",Prashant Kumar Giri,,,
"Action, Crime, Drama",Fight Club: Members Only,"Suniel Shetty, Sohail Khan, Zayed Khan, Dino Morea","Abhay Chopra, Vikram Chopra",Action,6.44,25.0
"Action, Comedy, Romance",Hum To Mohabbat Karega,"Karisma Kapoor, Bobby Deol, Rohit Roy, Sadashiv Amrapurkar",Kundan Shah,"Romance, Thriller",3.5,2.0
Drama,Sanaa,"Radhika Madan, Pooja Bhatt, Shikha Talsania, Sohum Shah",Sudhanshu Saria,Drama,0.0,0.0
"Action, Crime, Drama",Karam,"John Abraham, Priyanka Chopra Jonas, Bharat Dabholkar, Vishwajeet Pradhan",Sanjay F. Gupta,"Action, Crime, Drama",5.667,12.0
"Drama, Mystery, Thriller",Majboor,"Amitabh Bachchan, Parveen Babi, Pran Sikand, Farida Jalal",Ravi Tandon,,4.5,2.0
"Romance, Thriller",Chalte Chalte,"Simi Garewal, Bhisham Kohli, Nazneen, Shreeram Lagoo",Sunder Dar,"Comedy, Drama, Romance",6.296,93.0
"Comedy, Drama",Pran Jaaye Par Shaan Na Jaaye,"Raveena Tandon, Namrata Shirodkar, Rinke Khanna, Divya Dutta",Sanjay Jha,Drama,7.0,1.0
"Action, Romance, Thriller",Lootere,"Sunny Deol, Juhi Chawla, Dinesh Anand, Pooja Bedi",Dharmesh Darshan,,4.5,4.0
Romance,Chand Sa Roshan Chehra,"Samir Aftab, Shabbir Ahluwalia, Shahid Ahmed, Talat Aziz",Shahab Shamsi,Romance,0.0,0.0
"Comedy, Musical, Romance",Bobby,"Dimple Kapadia, Rishi Kapoor, Pran Sikand, Premnath Malhotra",Raj Kapoor,Drama,6.4,367.0
"Action, Crime, Thriller",Dhruva,"Ram Charan, Arvind Swami, Rakul Preet Singh, Navdeep",Surender Reddy,,0.0,0.0
"Crime, Thriller",Regina,"Sunaina, Ananth Nag, Nivas Adithan, Vivek Prasanna",Domin D'Silva,Documentary,6.0,1.0
Drama,Bhopal: A Prayer for Rain,"Mischa Barton, Martin Sheen, Kal Penn, Lisa Dwan",Ravi Kumar,"History, Drama",6.4,23.0
"Action, Crime, Drama",Saindhav,"Nawazuddin Siddiqui, Ruhani Sharma, Venkatesh Daggubati, Arya",Sailesh Kolanu,"Action, Crime",5.7,5.0
"Action, Crime, Drama",Christopher,"Mammootty, Vinay Rai, Shine Tom Chacko, Jinu Joseph",B. Unnikrishnan,Animation,0.0,0.0
"Comedy, Romance",Pyaar Impossible!,"Priyanka Chopra Jonas, Anupam Kher, Dino Morea, Uday Chopra",Jugal Hansraj,"Comedy, Romance",5.0,34.0
"Crime, Drama",Insaf Ka Tarazu,"Zeenat Aman, Raj Babbar, Deepak Parashar, Padmini Kolhapure",B.R. Chopra,"Crime, Drama",7.0,3.0
Drama,Sanjog,"Jeetendra, Jaya Prada, Vinod Mehra, Aruna Irani",K. Viswanath,Drama,6.0,2.0
"Comedy, Drama, Romance",Kyun! Ho Gaya Na...,"Amitabh Bachchan, Vivek Oberoi, Aishwarya Rai Bachchan, Om Puri",Samir Karnik,"Drama, Family, Romance",4.889,18.0
"Biography, Drama, History",Netaji Subhas Chandra Bose: The Forgotten Hero,"Vinay Anand, Ila Arun, Pankaj Berry, Nicolas Chagrin",Shyam Benegal,"Action, Drama, History",7.4,8.0
"Comedy, Drama",Khatta Meetha,"Ashok Kumar, Rakesh Roshan, Bindiya Goswami, Raju Shrestha",Basu Chatterjee,"Comedy, Drama",5.7,56.0
War,Sector Balakot,"Elakshi A Gupta, Vipul Gupta, Ridoyanul Hoq, Puneet Issar",Hitesh Paulbhai Khristy,War,0.0,0.0
"Action, Crime, Thriller",Nibunan,"Arjun Sarja, Prasanna, Varalaxmi Sarathkumar, Sruthi Hariharan",Arun Vaidyanathan,"Action, Crime, Thriller",6.7,12.0
"Comedy, Drama, Romance",Anari,"Rakhee Gulzar, Venkatesh Daggubati, Karisma Kapoor, Suresh Oberoi",K. Muralimohana Rao,"Family, Drama, Comedy, Romance",5.0,5.0
"Action, Comedy",MCA Middle Class Abbayi,"Nani, Sai Pallavi, Bhoomika Chawla, Rajeev Kanakala",Venu Sriram,"Action, Comedy, Family",5.167,16.0
"Drama, Romance",Music Teacher,"Divya Dutta, Neena Gupta, Manav Kaul, Niharika Lyra Dutt",Sarthak Dasgupta,"Music, Drama",6.9,22.0
"Comedy, Drama, Thriller",Taxi No. 9 2 11: Nau Do Gyarah,"John Abraham, Nana Patekar, Sonali Kulkarni, Sameera Reddy",Milan Luthria,"Comedy, Drama, Thriller",6.2,53.0
"Comedy, Drama, History",Shatranj Ke Khilari,"Sanjeev Kumar, Saeed Jaffrey, Shabana Azmi, Farida Jalal",Satyajit Ray,Drama,7.08,44.0
"Action, Comedy, Drama",Main Khiladi Tu Anari,"Akshay Kumar, Saif Ali Khan, Shilpa Shetty Kundra, Raageshwari",Sameer Malkan,"Action, Comedy",6.129,31.0
"Drama, Musical, Romance",Sangam,"Raj Kapoor, Rajendra Kumar Tuli, Vyjayanthimala, Iftekhar",Raj Kapoor,Romance,6.0,1.0
"Action, Comedy, Drama",Satte Pe Satta,"Amitabh Bachchan, Hema Malini, Ranjeeta Kaur, Amjad Khan",Raj N. Sippy,Comedy,6.517,29.0
"Action, Crime, Thriller",D Company,"Sandeep Bose, Abhilash Chaudhary, Gaurav Daagar, Pranay Dixit",Ram Gopal Varma,"Action, Crime, Thriller",5.0,1.0
Sport,The Test,"Nayanthara, Madhavan, Siddharth, Meera Jasmine",S. Sashikanth,Animation,0.0,0.0
"Drama, Romance, Thriller",Red: The Dark Side,"Aftab Shivdasani, Celina Jaitly, Amrita Arora, Amin Hajee",Vikram Bhatt,"Drama, Romance, Thriller",3.6,8.0
"Action, Comedy, Crime",Fool N Final,"Sunny Deol, Shahid Kapoor, Vivek Oberoi, Ayesha Takia",Ahmed Khan,"Action, Comedy",3.639,18.0
"Comedy, Romance",Home Delivery: Aapko... Ghar Tak,"Vivek Oberoi, Mahima Chaudhry, Ayesha Takia, Boman Irani",Sujoy Ghosh,"Comedy, Romance",3.5,4.0
 ,MAX,"Sudeep, Samyuktha Hornadu, Anirudh Bhat, Sukrutha Wagle",Vijay Karthikeyan,"Adventure, Drama, Family",7.147,804.0
"Comedy, Drama, Family",Vaah! Life Ho Toh Aisi!,"Shahid Kapoor, Amrita Rao, Sanjay Dutt, Arshad Warsi",Mahesh Manjrekar,"Drama, Comedy, Family, Fantasy",5.234,32.0
"Comedy, Drama",Khandaani Shafakhana,"Sonakshi Sinha, Badshah, Varun Sharma, Priyansh Jora",Shilpi Dasgupta,"Comedy, Drama",5.9,8.0
"Action, Crime, Drama",Hostel,"Vatsal Sheth, Tulip Joshi, Mukesh Tiwari, Nagesh Bhonsle",Manish Gupta,Horror,5.958,3501.0
"Action, Crime, Drama",Lucknow Central,"Farhan Akhtar, Diana Penty, Ronit Roy, Gippy Grewal",Ranjit Tewari,"Drama, Action, Thriller",6.4,29.0
"Comedy, Drama, Romance",Tere Naal Love Ho Gaya,"Riteish Deshmukh, Genelia Deshmukh, Om Puri, Tinnu Anand",Mandeep Kumar,"Drama, Comedy, Romance",6.276,29.0
"Drama, Romance",M.... Matric Pass,"Seema Dogra, Paras Sharma, Sushma Sharma, Kaash Sherawat",Suresh Jain,,,
"Action, Drama, Romance",Sanam Teri Kasam,"Saif Ali Khan, Atul Agnihotri, Pooja Bhatt, Sheeba Agarwal",Lawrence D'Souza,"Drama, Romance",7.941,111.0
"Drama, History, War",Children of War,"Farooq Shaikh, Victor Banerjee, Pawan Malhotra, Indraneil Sengupta",Mrityunjay Devvrat,"Drama, War",0.0,0.0
Romance,Anjaana,"Rajendra Kumar Tuli, Babita Kapoor, Pran Sikand, Prem Chopra",Mohan Kumar,Romance,0.0,0.0
"Action, Drama, Fantasy",Mirzya,"Harshvardhan Kapoor, Saiyami Kher, Art Malik, Anuj Choudhry",Rakeysh Omprakash Mehra,"Romance, Drama, Fantasy",6.2,19.0
Drama,Boyfriend.com,"Harshvardhan Kapoor, Saiyami Kher, Art Malik, Anuj Choudhry",Rakeysh Omprakash Mehra,,,
"Drama, Musical, Mystery",Mera Saaya,"Sunil Dutt, Sadhana Shivdasani, Jagdish Sethi, K.N. Singh",Raj Khosla,"Drama, Mystery",7.0,4.0
"Comedy, Drama, Romance",Mere Dad Ki Maruti,"Saqib Saleem, Rhea Chakraborty, Ram Kapoor, Prabal Panjabi",Ashima Chibber,Comedy,6.3,22.0
"Comedy, Drama, Family",Shubh Nikah,"Aksha Pardasany, Rohit Vikkram, Arsh Sandhu, Kunwar Aziz",Arshad Siddiqui,"Comedy, Drama",0.0,0.0
Romance,School Romance: Pure Love Web Series,"Shivaay Aryan, Sadhna Baksh, Riya Bhagat, Asim Hussain",Alfa Aryan,,,
"Action, Comedy, Drama",Andolan,"Sanjay Dutt, Govinda, Somy Ali, Mamta Kulkarni",Aziz Sejawal,"Drama, Action, Comedy",3.0,3.0
"Action, Drama, History",Gumnaami,"Prasenjit Chatterjee, Anirban Bhattacharya, Tanushree Chakraborty, Sanjay Gurbaxani",Srijit Mukherji,"Action, Drama",7.8,9.0
"Drama, Romance",Dobaara,"Aishwarya Arora, Manav Kaul, Parvathy Omanakuttan",Bejoy Nambiar,Romance,3.0,1.0
"Comedy, Drama, Romance","Main, Meri Patni... Aur Woh!","Rajpal Naurang Yadav, Rituparna Sengupta, Naseeruddin Shah, Kay Kay Menon",Chandan Arora,"Comedy, Drama, Romance",5.594,16.0
"Drama, Comedy, Family",Guddi,"Dharmendra, Jaya Bachchan, Sumita Sanyal, Utpal Dutt",Hrishikesh Mukherjee,"Family, Drama, Comedy",6.1,7.0
"Action, Crime, Drama",Shagird,"Nana Patekar, Mohit Ahlawat, Rimi Sen, Anurag Kashyap",Tigmanshu Dhulia,,6.0,2.0
"Action, Drama, Romance",Ishaqzaade,"Arjun Kapoor, Parineeti Chopra, Gauahar Khan, Anil Rastogi",Habib Faisal,"Drama, Action, Romance",6.288,66.0
Drama,Do Anjaane,"Amitabh Bachchan, Rekha, Prem Chopra, Pradeep Kumar",Dulal Guha,Drama,6.0,4.0
"Action, Thriller",Chalta Purza,"Rajesh Khanna, Parveen Babi, Rakesh Roshan, Ajit Khan",Bhappi Sonie,"Action, Thriller",7.5,2.0
"Drama, Romance",Safar,"Rajesh Khanna, Sharmila Tagore, Feroz Khan, Ashok Kumar",Asit Sen,Drama,0.0,0.0
"Comedy, Drama, Musical",Badhaai Ho Badhaai,"Anil Kapoor, Rana Jung Bahadur, S.K. Batra, Panni Chatterjee",Satish Kaushik,"Comedy, Romance, Drama",7.204,135.0
"Romance, Thriller",Tera Intezaar,"Arbaaz Khan, Sunny Leone, Bhani Singh, Salil Ankola",Raajeev Walia,"Thriller, Romance",2.0,1.0
"Drama, Romance",Sehra,"Sandhya, Lalita Pawar, Prashanth, Mumtaz Askari",Shantaram Rajaram Vankudre,"Romance, Drama, Family",6.0,0.0
